Name,Region,Type,Set,Cost,FileName,ImageURL
Spore Vashp,Underneath,Creature,Dream's End,3,spore_vashp.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/357eca2e-f39d-405b-9ce6-87b6161f53bd/spore_vashp.jpg
Moga Fang Necklace,Kybar's Teeth,Relic,Dream's End,0,moga_fang_necklace.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/353d824a-6e75-418e-b3ee-4b3a5312477c/moga_fang_necklace.jpg
Swamp Hyren,Bograth,Creature,Dream's End,8,bograth_swamp_hyren.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/5499b937-633b-4092-89a3-f6e19d7db9d6/swamp_hyren.jpg
Aglow,Underneath,Spell,Dream's End,2,aglow.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/3359ca6b-59d5-4cec-b7e1-3a24a6950391/aglow.jpg
Shock Vashp,Arderial,Creature,Dream's End,2,shock_vashp.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/33435ab1-431c-4b45-8406-8c68cd1af8f2/shock_vashp.jpg
Yark,Kybar's Teeth,Creature,Dream's End,5,yark.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/32011397-305d-4265-90ba-d25b05149bbe/yark.jpg
Maelstrom Flask,Universal,Relic,Dream's End,0,maelstrom_flask.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/31ffdb15-0964-4307-9180-15b95e242e7b/maelstrom_flask.jpg
Stone Storm,Kybar's Teeth,Spell,Dream's End,X+3,stone_storm.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/31eee4f3-5e46-4263-92ab-536f72e29bb4/stone_storm.jpg
Vaporize,Core,Spell,Dream's End,3,vaporize.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/305433c3-f8e6-49d6-889e-909ecdc34f72/vaporize.jpg
Vuryip,Weave,Creature,Dream's End,6,vuryip.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/2f265f7e-1345-48b7-874f-2523d23b3890/vuryip.jpg
Lifeweave,Weave,Spell,Dream's End,2,lifeweave.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/2e5c828e-0462-4ad8-80c1-18c26f4c9116/lifeweave.jpg
Vorga,Cald,Magi,Dream's End,13,vorga.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/2df3b8f3-1154-4d56-9145-6bf37a8cb963/vorga.jpg
Jungle Hyren,Paradwyn,Creature,Dream's End,8,jungle_hyren.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/2d66a19c-a97e-4c4a-83ef-f276836e699c/jungle_hyren.jpg
Shell,Orothe,Spell,Dream's End,2,shell.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/2ccb2b5a-8b5a-4f0c-847e-044a7958c1e9/shell.jpg
Lascinth,Weave,Creature,Dream's End,5,lascinth.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/2c70fb9c-ed04-4952-a7d4-439b25df24ab/lascinth.jpg
Smoke Xyx,Cald,Creature,Dream's End,4,smoke_xyx.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/2bfb8305-3d2a-4786-8303-05be40ae5322/smoke_xyx.jpg
Kybar's Hammer,Kybar's Teeth,Relic,Dream's End,2,kybars_hammer.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/2be33eba-6bfe-4db0-a3ef-fc8e07d94bcb/kybars_hammer.jpg
Amanax,Cald,Magi,Dream's End,10,amanax.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/28e2e214-4ccd-4991-be64-f6bb4471f890/amanax.jpg
Granite Parmalag,Kybar's Teeth,Creature,Dream's End,8,granite_parmalag.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/28bcd087-7a1b-4a03-bbd5-5a13267f46ec/granite_parmalag.jpg
Vim and Vigor,Naroom,Spell,Dream's End,4,vim_and_vigor.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/2851062e-710b-404d-85d2-490cac0301b7/vim_and_vigor.jpg
Drowl,Weave,Creature,Dream's End,6,drowl.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/281a5c24-9a00-4239-b03c-4da4ee4046cb/drowl.jpg
Ominous Presence,Kybar's Teeth,Spell,Dream's End,1,ominous_presence.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/26f9f0e2-2f76-4d53-b5ea-655c5359aa72/ominous_presence.jpg
Elder Weebo,Naroom,Creature,Dream's End,5,elder_weebo.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/255cc749-3d35-4e37-b646-0832aba03047/elder_weebo.jpg
Hrada,Core,Magi,Dream's End,16,hrada.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/23de202f-379c-41cb-87a4-f340d3d16d7c/hrada.jpg
Weggit,Weave,Creature,Dream's End,3,weggit.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/2334f6de-559e-45ff-9f4e-01f404c85c00/weggit.jpg
Yerthe,Weave,Magi,Dream's End,14,yerthe.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/232bae0f-3e03-47bb-a4a9-cd8c6e1aa0e7/yerthe.jpg
Ahdar,Weave,Magi,Dream's End,15,ahdar.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/2212c5d8-e548-4eb7-b9f8-f2455bba6095/ahdar.jpg
Syre,Underneath,Creature,Dream's End,3,syre.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/1ffc55ff-0cac-45e4-b6a2-ee8098cde5e3/syre.jpg
Chogus,Kybar's Teeth,Creature,Dream's End,4,chogus.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/1dd81674-a293-439c-9798-761bf436dea8/giant_chogus.jpg
Giant Chogus,Kybar's Teeth,Creature,Dream's End,8,giant_chogus.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/1dd81674-a293-439c-9798-761bf436dea8/giant_chogus.jpg
Weave Hut,Weave,Relic,Dream's End,0,weave_hut.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/1cad937b-6173-4c99-8b1a-50ea44bb0644/weave_hut.jpg
Parathin,Orothe,Creature,Dream's End,3,parathin.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/1b4b9f5a-b459-4272-8ce9-a0dc75bab856/parathin.jpg
Krawg,Cald,Creature,Dream's End,6,krawg.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/1a321399-1235-4d1a-bd47-0d41deeab5d0/krawg.jpg
Chur,Core,Magi,Dream's End,15,chur.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/19ca208d-012c-42fb-baff-79d0a9bbf31c/chur.jpg
Weave Powder,Weave,Relic,Dream's End,0,weave_powder.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/1918a597-9e42-4b48-92fe-ecf8782bc5a8/weave_powder.jpg
Darge,Kybar's Teeth,Creature,Dream's End,7,darge.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/18974ecf-a69f-4fe3-bfab-0ac7ef783898/darge.jpg
Jumbor,Weave,Creature,Dream's End,6,jumbor.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/15bdf1a0-4cab-469b-a98c-5dfefcd68353/jumbor.jpg
Yebed,Kybar's Teeth,Creature,Dream's End,6,yebed.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/15a393a8-e3fd-4247-9ff6-e2d54fe6d651/yebed.jpg
Barqua's Bubble,Orothe,Relic,Dream's End,2,barquas_bubble.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/1466d752-f071-489d-9c0c-85122eca6a15/barquas_bubble.jpg
Grega's Ring,Cald,Relic,Dream's End,2,gregas_ring.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/13dc5058-f001-4aca-a51e-769bb1a665ba/gregas_ring.jpg
Drush,Core,Creature,Dream's End,4,drush.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/13bcc256-6a47-415d-8dd6-4edb0aefb59a/drush.jpg
Urhail,Underneath,Creature,Dream's End,7,urhail.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/13ba823b-d8ae-4532-9b38-999e52a9f02d/urhail.jpg
Prek,Underneath,Magi,Dream's End,13,prek.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/12e9e8c5-c698-4556-a822-cb024cdfd95d/prek.jpg
Jagged Rocks,Kybar's Teeth,Spell,Dream's End,3,jagged_rocks.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/116ec5db-819f-45a9-9d5e-0d70e067fa80/jagged_rocks.jpg
Cliff Hyren,Kybar's Teeth,Creature,Dream's End,10,cliff_hyren.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/1157ea71-fa17-4dcd-a9b3-344d77f32dbc/cliff_hyren.jpg
Deep Barl,Orothe,Creature,Dream's End,6,deep_barl.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/1051826e-62d6-47e5-8841-2988c28feda9/deep_barl.jpg
Kolte,Weave,Magi,Dream's End,11,kolte.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/10486cf1-132b-4389-9c34-5d30c46fed04/kolte.jpg
Hogra Stones,Kybar's Teeth,Relic,Dream's End,0,hogra_stones.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/0e65d51c-471f-4809-9330-35b8c2eb1440/hogra_stones.jpg
Eyes of Arderial,Arderial,Relic,Dream's End,0,eyes_of_arderial.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/0e132dd6-6604-43d3-b472-a007becf66d7/eyes_of_arderial.jpg
Feet of Stone,Kybar's Teeth,Spell,Dream's End,2,feet_of_stone.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/0e11ca36-f983-4aed-8a6f-fa71fb0566e8/feet_of_stone.jpg
Quirle,Weave,Magi,Dream's End,13,quirle.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/0d7b7876-ea5c-486a-920e-42b9f2e50fd3/quirle.jpg
Gia's Tome,Weave,Relic,Dream's End,1,gias_tome.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/0d6644d2-948f-4fc0-a20f-2acf1b55c468/gias_tome.jpg
Monarch Hyren,Universal,Creature,Dream's End,9,monarch_hyren.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/0cb54ac3-c971-4e6e-b00e-53727d9f70bf/monarch_hyren.jpg
Harban,Core,Creature,Dream's End,5,harban.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/0bb543cc-3b0e-471b-b15c-eb56b43c4523/harban.jpg
Hok,Kybar's Teeth,Magi,Dream's End,14,hok.jpg,https://images.squarespace-cdn.com/content/v1/66f0d369bee947347e4513a0/03056ea5-5149-4983-b63b-6318698df477/hok.jpg
